FID,POLYGON_ME,X,Y,F2013LIDAR
397,555,"585,626.208718999990000","7,910,556.917799999900000",5.001999855040000
398,478,"585,806.546726000030000","7,910,556.762090000300000",4.795000076290000
399,525,"585,690.888747000020000","7,910,556.762090000300000",4.837999820710000
400,558,"585,730.998461000040000","7,910,556.762090000300000",5.035999774930000
401,477,"585,795.803053000010000","7,910,556.606390000300000",4.815999984740000
402,527,"585,668.404884999970000","7,910,556.606390000300000",4.933000087740000
403,552,"585,641.934965000020000","7,910,555.205040000400000",5.004000186920000
404,648,"585,864.575421000020000","7,910,554.642359999900000",4.809999942780000
405,568,"585,725.857135000060000","7,910,553.657900000000000",4.980000019070000
406,483,"585,746.133027000000000","7,910,553.647990000400000",4.918000221250000
407,528,"585,679.615675000010000","7,910,553.336570000300000",4.975999832150000
408,567,"585,705.307067999970000","7,910,553.025159999700000",4.962999820710000
409,514,"585,659.529677000010000","7,910,552.402339999600000",4.903999805450000
410,553,"585,630.879881000030000","7,910,551.779520000300000",4.902999877930000
411,526,"585,691.952334000030000","7,910,551.444149999900000",4.882999897000000
412,554,"585,614.063696000030000","7,910,551.156700000200000",5.269999980930000
413,557,"585,733.022631000030000","7,910,550.845289999600000",4.867000103000000
414,447,"585,819.937391999990000","7,910,549.911059999800000",4.849999904630000
415,524,"585,680.082791000020000","7,910,549.599639999700000",4.934000015260000
416,545,"585,642.557786999970000","7,910,549.443939999700000",4.926000118260000
417,513,"585,650.965879000020000","7,910,549.132530000100000",4.934000015260000
418,523,"585,672.141814999980000","7,910,548.976820000400000",5.163000106810000
419,450,"585,837.376398000050000","7,910,548.821120000400000",5.000000000000000
420,449,"585,831.771002999970000","7,910,548.509709999900000",4.956999778750000
421,463,"585,774.315705999960000","7,910,548.354000000300000",4.815999984740000
422,543,"585,645.671895000040000","7,910,547.731180000100000",4.893000125890000
423,480,"585,757.655227000010000","7,910,547.419769999600000",4.875999927520000
424,551,"585,621.381851000010000","7,910,546.952650000300000",5.181000232700000
425,566,"585,714.493687000010000","7,910,546.796950000300000",4.964000225070000
426,448,"585,827.411252000020000","7,910,546.329830000200000",4.897999763490000
427,544,"585,634.305399999950000","7,910,545.707010000000000",5.026000022890000
428,547,"585,633.229550000050000","7,910,545.586939999800000",5.171999931340000
429,550,"585,614.691095000020000","7,910,545.457069999500000",4.946000099180000
430,451,"585,838.027633000050000","7,910,545.258480000300000",4.875999927520000
431,482,"585,744.108856000010000","7,910,544.928480000200000",4.828999996190000
432,452,"585,845.784489999990000","7,910,544.461369999700000",4.994999885560000
433,565,"585,708.265470999990000","7,910,544.461369999700000",4.883999824520000
434,546,"585,621.250000000000000","7,910,544.250000000000000",5.139999866490000
435,549,"585,608.146890999980000","7,910,543.994250000500000",5.060999870300000
436,460,"585,776.962698000020000","7,910,543.682839999900000",5.138999938960000
437,515,"585,661.242436000030000","7,910,543.682839999900000",4.941999912260000
438,481,"585,739.904809999980000","7,910,543.060019999700000",4.872000217440000
439,548,"585,618.267742999950000","7,910,542.904310000100000",5.019999980930000
440,556,"585,729.908522999960000","7,910,542.437199999600000",4.994999885560000
441,535,"585,636.173865000020000","7,910,541.814369999800000",4.855000019070000
442,533,"585,640.533615999970000","7,910,541.502960000200000",4.941999912260000
443,453,"585,847.853741999950000","7,910,541.316100000400000",4.869999885560000
444,462,"585,765.129087000040000","7,910,541.191549999600000",4.863999843600000
445,458,"585,796.581580000000000","7,910,540.724440000000000",4.896999835970000
446,461,"585,783.190915000040000","7,910,540.724440000000000",4.769999980930000
447,512,"585,651.744406000010000","7,910,540.724440000000000",4.900000095370000
448,493,"585,694.314265999940000","7,910,539.634499999700000",4.817999839780000
449,501,"585,670.491338000050000","7,910,539.323090000100000",4.874000072480000
450,963,"585,873.417244000010000","7,910,538.940299999900000",4.901999950410000
451,476,"585,745.665909999980000","7,910,538.700269999900000",4.910999774930000
452,534,"585,631.969818999990000","7,910,538.700269999900000",4.934999942780000
453,445,"585,849.677125000050000","7,910,538.544560000300000",4.894000053410000
454,443,"585,799.228572000050000","7,910,538.388849999800000",4.932000160220000
455,564,"585,719.631965999960000","7,910,538.077440000100000",4.889999866490000
456,475,"585,737.413523999970000","7,910,537.921740000100000",4.947000026700000
457,536,"585,624.963074999980000","7,910,537.766029999600000",5.113999843600000
458,441,"585,814.643408000000000","7,910,537.298920000000000",4.776999950410000
459,537,"585,617.956331999970000","7,910,536.987510000400000",4.916999816890000
460,542,"585,608.769712000040000","7,910,536.053270000000000",4.987999916080000
461,531,"585,642.869197999940000","7,910,535.897570000000000",5.113999843600000
462,532,"585,651.870532999980000","7,910,535.589259999800000",4.965000152590000
463,500,"585,664.263121000030000","7,910,535.586160000400000",5.025000095370000
464,489,"585,702.410947000030000","7,910,534.963340000200000",4.893000125890000
465,499,"585,677.809492000030000","7,910,534.651920000100000",4.954999923710000
466,438,"585,840.023389999990000","7,910,534.340509999500000",4.760000228880000
467,442,"585,800.400529999980000","7,910,534.227610000400000",4.830999851230000
468,490,"585,706.827012000020000","7,910,534.040579999800000",4.907000064850000
469,560,"585,727.261531000030000","7,910,534.029099999900000",4.955999851230000
470,561,"585,722.434663000050000","7,910,533.873399999900000",4.939000129700000
471,492,"585,683.414886999990000","7,910,533.717690000300000",4.933000087740000
472,459,"585,774.004294999990000","7,910,533.406279999800000",4.848000049590000
473,491,"585,712.843209999960000","7,910,532.783459999600000",5.026000022890000
474,437,"585,827.255545999970000","7,910,532.472050000000000",4.885000228880000
475,446,"585,858.708039000050000","7,910,532.160640000400000",4.748000144960000
476,503,"585,651.962394000030000","7,910,531.849229999800000",4.945000171660000
477,444,"585,841.600906000010000","7,910,531.373279999900000",4.809999942780000
478,962,"585,592.826777999990000","7,910,531.036609999800000",4.956999778750000
479,465,"585,755.319646000050000","7,910,530.914990000400000",4.826000213620000
480,520,"585,634.305399999950000","7,910,530.603579999900000",4.964000225070000
481,521,"585,641.467849000010000","7,910,530.447879999900000",5.037000179290000
482,518,"585,627.142951000020000","7,910,530.292170000300000",4.964000225070000
483,562,"585,721.967547000040000","7,910,529.669350000100000",4.939000129700000
484,469,"585,753.707290000050000","7,910,529.550689999900000",4.837999820710000
485,474,"585,733.988005000050000","7,910,529.202239999500000",5.013999938960000
486,541,"585,606.589837000010000","7,910,528.735120000300000",5.097000122070000
487,563,"585,726.950120000050000","7,910,528.268000000200000",5.074999809270000
488,519,"585,632.904051000020000","7,910,527.956589999600000",4.987999916080000
489,498,"585,673.605446000000000","7,910,527.800889999600000",4.997000217440000
490,497,"585,666.442996999950000","7,910,526.866650000200000",4.892000198360000
491,540,"585,612.039526000040000","7,910,526.555239999700000",4.933000087740000
492,517,"585,621.693261999990000","7,910,526.399539999700000",5.019999980930000
493,522,"585,642.869197999940000","7,910,526.088130000000000",4.980000019070000
494,440,"585,813.553470000040000","7,910,525.932420000400000",4.818999767300000
495,468,"585,747.222964999960000","7,910,524.063959999900000",4.844999790190000
496,419,"585,777.197640000030000","7,910,523.697650000500000",4.797999858860000
497,488,"585,693.224327999980000","7,910,522.818310000000000",5.010000228880000
498,516,"585,621.226144999960000","7,910,522.506900000400000",5.285999774930000
499,961,"585,588.200718999960000","7,910,522.218179999900000",5.057000160220000
500,439,"585,846.563016999980000","7,910,522.039789999800000",4.873000144960000
501,402,"585,867.764211999950000","7,910,521.843940000000000",4.755000114440000
502,473,"585,724.801385000000000","7,910,521.728380000200000",4.890999794010000
503,420,"585,783.052491000040000","7,910,520.836749999800000",4.780000209810000
504,401,"585,863.695593000040000","7,910,520.729249999900000",4.778999805450000
505,504,"585,667.748526999960000","7,910,520.338999999700000",5.067999839780000
506,470,"585,729.161136999960000","7,910,520.327030000300000",4.949999809270000
507,487,"585,685.283352000060000","7,910,519.859910000100000",4.984000205990000
508,464,"585,758.101982999940000","7,910,519.737219999500000",4.896999835970000
509,539,"585,614.375107000000000","7,910,519.704210000100000",5.048999786380000
510,538,"585,623.980754000020000","7,910,519.283800000300000",5.144000053410000
511,400,"585,858.098481000050000","7,910,519.195799999900000",4.947999954220000
512,496,"585,675.919791999970000","7,910,518.571349999900000",4.874000072480000
513,416,"585,788.849479999980000","7,910,518.004130000200000",4.798999786380000
514,472,"585,716.860408999960000","7,910,517.680030000400000",4.848000049590000
515,495,"585,668.311462000010000","7,910,517.524330000400000",4.921000003810000
516,411,"585,822.745741000050000","7,910,517.077279999900000",4.855999946590000
517,409,"585,828.704067999960000","7,910,516.944869999800000",4.796999931340000
518,414,"585,805.267981000010000","7,910,516.944869999800000",4.788000106810000
519,467,"585,745.510205000060000","7,910,516.590099999700000",4.815000057220000
520,405,"585,851.742932999970000","7,910,516.150430000400000",4.960000038150000
521,502,"585,658.346315999980000","7,910,516.122980000500000",4.952000141140000
522,407,"585,844.063311000010000","7,910,515.753209999800000",4.814000129700000
523,413,"585,795.205028999950000","7,910,514.693950000200000",4.849999904630000
524,960,"585,592.248520000020000","7,910,514.411709999700000",5.017000198360000
525,403,"585,880.740124000000000","7,910,514.296729999600000",4.882999897000000
526,959,"585,603.958233000010000","7,910,513.688889999900000",5.120999813080000
527,425,"585,759.719881000000000","7,910,513.237470000100000",4.815000057220000
528,471,"585,717.031217999990000","7,910,513.013989999900000",4.897999763490000
529,410,"585,807.121683000000000","7,910,512.972660000400000",4.767000198360000
530,406,"585,842.209609000010000","7,910,511.118950000000000",4.849999904630000
531,511,"585,631.223481000050000","7,910,510.809249999900000",5.368000030520000
532,399,"585,858.892925000050000","7,910,510.589329999900000",4.817999839780000
533,418,"585,769.650426000010000","7,910,510.456919999800000",4.810999870300000
534,466,"585,741.306159000030000","7,910,510.050470000100000",5.119999885560000
535,506,"585,650.654468000050000","7,910,509.739059999600000",5.080999851230000
536,424,"585,750.692828000060000","7,910,509.502140000500000",5.022999763490000
537,486,"585,689.331692000040000","7,910,508.493420000200000",4.941999912260000
538,404,"585,877.694756999960000","7,910,507.543960000400000",4.782000064850000
539,485,"585,705.897964000000000","7,910,507.436429999800000",4.993000030520000
540,356,"585,570.786352999970000","7,910,507.073079999500000",5.138999938960000
541,423,"585,744.360637999950000","7,910,506.881919999600000",4.916999816890000
542,484,"585,703.656590000030000","7,910,506.313539999500000",5.160999774930000
543,408,"585,826.320736999970000","7,910,506.087480000200000",4.856999874110000
544,427,"585,741.073875000000000","7,910,505.773129999600000",4.934000015260000
545,508,"585,644.893368000050000","7,910,505.067900000100000",4.960000038150000
546,421,"585,761.838396999980000","7,910,504.366179999900000",4.861999988560000
547,370,"585,810.489075000050000","7,910,504.229559999900000",4.909999847410000
548,364,"585,843.525401000050000","7,910,503.934460000100000",4.757999897000000
549,426,"585,733.370833999940000","7,910,503.174519999900000",5.026999950410000
550,412,"585,790.703181999970000","7,910,502.909699999700000",4.840000152590000
551,510,"585,625.897308000010000","7,910,502.888020000400000",5.234000205990000
552,357,"585,590.365559000060000","7,910,502.839739999700000",5.072000026700000
553,415,"585,785.936519999990000","7,910,502.644890000100000",4.809999942780000
554,417,"585,778.654119999960000","7,910,501.982850000300000",4.828999996190000
555,494,"585,669.627647000020000","7,910,501.835350000300000",4.967000007630000
556,365,"585,854.705138999970000","7,910,501.721190000000000",4.934999942780000
557,505,"585,657.505506000020000","7,910,499.773910000000000",4.880000114440000
558,371,"585,817.806565999980000","7,910,497.166260000300000",4.758999824520000
559,428,"585,717.614368999960000","7,910,497.083780000000000",4.988999843600000
560,507,"585,648.007476000000000","7,910,496.971219999700000",5.046000003810000
561,422,"585,753.231924999970000","7,910,496.156929999600000",4.820000171660000
562,360,"585,877.772423999970000","7,910,495.819149999900000",4.770999908450000
563,431,"585,702.331185000020000","7,910,495.773799999600000",5.052000045780000
564,367,"585,819.194596000020000","7,910,495.671590000400000",4.815000057220000
565,375,"585,773.011070000010000","7,910,494.933840000100000",4.831999778750000
566,430,"585,689.808842999980000","7,910,494.700450000400000",4.973000049590000
567,369,"585,795.881505999950000","7,910,494.638740000300000",4.820000171660000
568,359,"585,857.262806999960000","7,910,493.753429999600000",4.774000167850000
569,355,"585,558.615495000030000","7,910,493.050130000300000",5.059999942780000
570,382,"585,737.746332000010000","7,910,491.687710000200000",4.961999893190000
571,366,"585,813.735202000010000","7,910,490.654849999600000",4.849999904630000
572,434,"585,670.578687999980000","7,910,490.498909999600000",5.026999950410000
573,509,"585,627.298656000060000","7,910,489.964470000000000",5.290999889370000
574,372,"585,778.618016000020000","7,910,489.326890000100000",4.815000057220000
575,379,"585,749.550428000050000","7,910,489.179340000300000",4.973000049590000
576,397,"585,631.539886999990000","7,910,489.120830000400000",5.196000099180000
577,433,"585,658.295913000010000","7,910,487.815279999700000",4.941999912260000
578,436,"585,649.896897000030000","7,910,487.650519999700000",4.978000164030000
579,435,"585,646.454376999990000","7,910,487.582990000000000",5.144000053410000
580,398,"585,643.922412000010000","7,910,487.533320000400000",5.058000087740000
581,368,"585,809.751319000030000","7,910,486.966070000100000",4.968999862670000
582,358,"585,855.639744000040000","7,910,486.523420000400000",4.802000045780000
583,319,"585,830.872289999970000","7,910,485.377200000000000",4.870999813080000
584,378,"585,746.599403999980000","7,910,485.343010000000000",4.964000225070000
585,363,"585,850.278602999980000","7,910,484.457700000100000",4.945000171660000
586,351,"585,601.742665000030000","7,910,484.318869999600000",5.006999969480000
587,384,"585,719.302432000050000","7,910,484.015049999600000",5.109000205990000
588,429,"585,688.484769999980000","7,910,481.856949999900000",5.045000076290000
589,377,"585,744.533688000050000","7,910,480.768919999700000",4.926000118260000
590,374,"585,756.190232999970000","7,910,480.621369999800000",4.926000118260000
591,320,"585,814.997257999960000","7,910,480.085520000200000",4.834000110630000
592,323,"585,808.441762999980000","7,910,479.959459999600000",4.771999835970000
593,322,"585,801.238896999970000","7,910,479.820940000000000",4.901999950410000
594,396,"585,629.317383000050000","7,910,479.754560000300000",4.988999843600000
595,318,"585,831.158508999970000","7,910,479.557420000400000",4.876999855040000
596,381,"585,731.696732999990000","7,910,479.440960000300000",4.953000068660000
597,315,"585,847.397694000040000","7,910,479.241279999700000",4.837999820710000
598,383,"585,715.761202999970000","7,910,477.522800000400000",5.026000022890000
599,328,"585,777.290054999990000","7,910,477.375249999600000",4.873000144960000
600,325,"585,782.718026999970000","7,910,477.175099999600000",4.822999954220000
601,389,"585,698.940366000050000","7,910,476.637489999600000",5.041999816890000
602,316,"585,860.505681999960000","7,910,476.381350000400000",5.010000228880000
603,373,"585,758.182003000050000","7,910,476.145700000200000",4.877999782560000
604,352,"585,607.828094000000000","7,910,474.793850000000000",5.046999931340000
605,380,"585,737.847607000030000","7,910,474.635510000400000",4.941999912260000
606,291,"585,531.079619999970000","7,910,474.312479999800000",5.394000053410000
607,353,"585,562.319668999990000","7,910,474.000099999800000",4.991000175480000
608,290,"585,518.511886999940000","7,910,472.989559999700000",5.059000015260000
609,321,"585,798.857641999960000","7,910,472.677179999600000",4.938000202180000
610,361,"585,880.133243000020000","7,910,472.506059999600000",4.888999938960000
611,387,"585,686.250961999990000","7,910,472.506059999600000",5.150000095370000
612,388,"585,694.218727000060000","7,910,472.210950000200000",5.043000221250000
613,349,"585,615.501026000010000","7,910,472.148009999700000",5.111999988560000
614,354,"585,575.019695000020000","7,910,471.883419999900000",5.129000186920000
615,376,"585,750.435735999960000","7,910,471.768299999600000",4.956999778750000
616,317,"585,862.767172000020000","7,910,470.875110000400000",4.767000198360000
617,362,"585,870.394864000030000","7,910,469.407479999600000",4.741000175480000
618,300,"585,557.240348999970000","7,910,469.318459999700000",5.431000232700000
619,307,"585,831.666041000050000","7,910,469.237590000000000",4.752999782560000
620,308,"585,841.834989000000000","7,910,469.100399999900000",4.815000057220000
621,324,"585,783.776362000030000","7,910,468.973000000200000",4.973000049590000
622,311,"585,815.791010000040000","7,910,468.443830000200000",4.863999843600000
623,394,"585,642.520117999990000","7,910,468.403909999900000",5.051000118260000
624,432,"585,665.832728000010000","7,910,468.204620000000000",5.022999763490000
625,395,"585,650.775134000000000","7,910,468.192239999800000",5.177999973300000
626,288,"585,536.371296999980000","7,910,467.697879999900000",5.163000106810000
627,327,"585,762.080486000050000","7,910,467.385499999900000",4.972000122070000
628,350,"585,619.823172000000000","7,910,466.849890000200000",5.302999973300000
629,306,"585,831.836355000040000","7,910,466.115170000100000",4.863999843600000
630,332,"585,728.213751000000000","7,910,465.798000000400000",5.043000221250000
631,348,"585,607.828094000000000","7,910,464.739660000400000",5.038000106810000
632,391,"585,667.708500999960000","7,910,463.323900000200000",4.978000164030000
633,386,"585,683.890143000060000","7,910,463.062780000300000",5.008999824520000
634,280,"585,582.904984000020000","7,910,462.637710000400000",5.260000228880000
635,345,"585,623.703125000000000","7,910,462.093820000100000",5.039000034330000
636,326,"585,764.726324000050000","7,910,461.829239999900000",5.078999996190000
637,293,"585,541.894485000060000","7,910,461.579380000000000",5.106999874110000
638,301,"585,866.591111000050000","7,910,461.564650000100000",4.791999816890000
639,310,"585,814.203505999990000","7,910,460.770899999900000",4.839000225070000
640,313,"585,804.149319999970000","7,910,459.977149999700000",4.853000164030000
641,393,"585,651.410135000010000","7,910,459.513890000100000",5.085999965670000
642,347,"585,597.509322999980000","7,910,458.918820000300000",5.000999927520000
643,346,"585,634.551064000000000","7,910,458.654230000500000",5.004000186920000
644,303,"585,848.334825000030000","7,910,458.654230000500000",4.877999782560000
645,329,"585,753.878386000050000","7,910,458.125060000500000",5.098000049590000
646,305,"585,832.301587000020000","7,910,457.585920000400000",4.876999855040000
647,390,"585,666.015164999990000","7,910,457.397219999700000",5.084000110630000
648,331,"585,717.630397000000000","7,910,456.802140000300000",5.072999954220000
649,289,"585,523.373615000050000","7,910,456.419990000300000",5.059999942780000
650,292,"585,511.235830000020000","7,910,455.791609999700000",5.289000034330000
651,314,"585,788.009703999970000","7,910,455.743809999900000",4.782000064850000
652,344,"585,619.998951000050000","7,910,455.479229999700000",5.168000221250000
653,304,"585,832.459793000020000","7,910,454.685469999900000",4.821000099180000
654,392,"585,647.811794999990000","7,910,454.433880000400000",5.026999950410000
655,385,"585,686.103410999990000","7,910,454.209710000100000",5.066999912260000
656,279,"585,569.940375000010000","7,910,452.914260000000000",5.106999874110000
657,342,"585,633.642812000010000","7,910,452.852959999800000",5.011000156400000
658,330,"585,740.913777000040000","7,910,452.568799999500000",5.051000118260000
659,339,"585,679.794904000010000","7,910,452.568799999500000",5.132999897000000
660,309,"585,813.409755000030000","7,910,451.775050000300000",4.959000110630000
661,285,"585,545.313595999960000","7,910,451.275310000400000",5.026000022890000
662,277,"585,596.663345000010000","7,910,450.466860000000000",5.169000148770000
663,338,"585,667.563404000010000","7,910,449.510929999900000",5.117000103000000
664,333,"585,700.961613000020000","7,910,449.393799999700000",4.959000110630000
665,335,"585,694.347016999960000","7,910,449.393799999700000",4.999000072480000
666,237,"585,842.990921000020000","7,910,449.143939999900000",4.811999797820000
667,337,"585,663.919873000010000","7,910,448.600039999900000",5.078999996190000
668,275,"585,619.417556999950000","7,910,448.350189999700000",5.405000209810000
669,312,"585,807.324325999940000","7,910,448.335459999700000",4.839000225070000
670,256,"585,771.817861999970000","7,910,447.821019999700000",4.840000152590000
671,276,"585,632.646749999960000","7,910,447.027270000400000",5.020999908450000
672,302,"585,871.353620999960000","7,910,445.425040000100000",4.830999851230000
673,343,"585,644.275354000040000","7,910,445.297700000000000",4.956999778750000
674,284,"585,525.787942999970000","7,910,444.546790000100000",5.347000122070000
675,240,"585,830.820062999960000","7,910,443.323090000100000",4.855000019070000
676,238,"585,849.208400000000000","7,910,443.307120000000000",4.772999763490000
677,242,"585,815.738783000040000","7,910,443.058509999900000",4.901000022890000
678,255,"585,762.557427000020000","7,910,442.793920000100000",5.133999824520000
679,287,"585,514.212398999950000","7,910,442.562409999800000",5.382999897000000
680,294,"585,507.597802000000000","7,910,442.562409999800000",5.317999839780000
681,247,"585,795.365825999990000","7,910,442.529339999900000",4.815999984740000
682,334,"585,685.880332999980000","7,910,441.720859999800000",5.195000171660000
683,236,"585,836.111739999960000","7,910,441.471010000400000",4.888999938960000
684,244,"585,805.949180000000000","7,910,440.941840000500000",4.900000095370000
685,341,"585,650.426096000010000","7,910,440.927109999600000",4.902999877930000
686,230,"585,863.893046000040000","7,910,439.883500000500000",4.755000114440000
687,271,"585,636.880092000010000","7,910,439.618920000300000",5.130000114440000
688,257,"585,756.207413999950000","7,910,439.618920000300000",5.019999980930000
689,272,"585,643.759272000050000","7,910,438.825170000100000",5.270999908450000
690,243,"585,800.657502999990000","7,910,438.825170000100000",4.811999797820000
691,281,"585,550.056558000040000","7,910,436.981599999600000",5.046000003810000
692,234,"585,855.955530000040000","7,910,436.973079999900000",4.831999778750000
693,258,"585,743.507389000030000","7,910,435.120989999700000",5.027999877930000
694,246,"585,780.813713000040000","7,910,434.591830000300000",4.908999919890000
695,259,"585,728.690691999970000","7,910,434.591830000300000",5.031000137330000
696,283,"585,528.103052000050000","7,910,432.971250000400000",5.052999973300000
697,239,"585,828.174224999970000","7,910,432.739740000100000",4.841000080110000
698,336,"585,661.538617999990000","7,910,430.343759999600000",5.033999919890000
699,263,"585,709.111486000010000","7,910,429.829319999600000",5.348999977110000
700,241,"585,826.322138000050000","7,910,429.564729999800000",5.011000156400000
701,245,"585,782.401215999970000","7,910,429.035559999800000",4.855999946590000
702,200,"585,807.703922000020000","7,910,428.242039999900000",5.026000022890000
703,229,"585,592.597242000050000","7,910,427.977459999700000",5.434999942780000
704,233,"585,853.574275000020000","7,910,427.977230000300000",4.938000202180000
705,235,"585,838.757578999970000","7,910,427.977230000300000",4.811999797820000
706,340,"585,654.914273999980000","7,910,427.136800000400000",5.165999889370000
707,270,"585,635.821757000060000","7,910,426.389729999900000",5.210999965670000
708,249,"585,768.113688000010000","7,910,426.125140000100000",4.958000183110000
709,260,"585,715.990666999950000","7,910,425.860559999900000",5.020999908450000
710,228,"585,575.663874999970000","7,910,425.067040000100000",5.052000045780000
711,273,"585,650.638452999990000","7,910,425.066809999800000",5.021999835970000
712,278,"585,567.909486999970000","7,910,424.623929999800000",5.096000194550000
713,274,"585,617.036302000050000","7,910,424.273050000000000",5.330999851230000
714,201,"585,817.154794999980000","7,910,424.077250000100000",4.817999839780000
715,299,"585,557.143004999960000","7,910,424.074850000400000",5.241000175480000
716,262,"585,690.061448000020000","7,910,423.479299999800000",5.027999877930000
717,231,"585,872.095146000040000","7,910,423.214719999600000",4.742000103000000
718,282,"585,554.651694000000000","7,910,423.133379999500000",5.248000144960000
719,204,"585,828.076879999950000","7,910,422.685779999900000",5.085000038150000
720,202,"585,820.708248000010000","7,910,422.511319999600000",4.818999767300000
721,251,"585,754.355327000030000","7,910,421.627220000100000",5.001999855040000
722,286,"585,517.850426999970000","7,910,421.395709999800000",5.184999942780000
723,248,"585,758.853252999950000","7,910,421.362630000300000",4.949999809270000
724,208,"585,777.012193999950000","7,910,420.304530000300000",4.610000133510000
725,232,"585,859.659703999990000","7,910,420.039710000200000",4.987999916080000
726,295,"585,511.202756999990000","7,910,419.642839999900000",5.019999980930000
727,261,"585,689.267696999940000","7,910,419.245960000000000",5.044000148770000
728,266,"585,667.042651999970000","7,910,419.245960000000000",5.056000232700000
729,250,"585,746.946979000000000","7,910,418.981379999800000",4.914999961850000
730,964,"585,840.588019000020000","7,910,418.920119999900000",4.780000209810000
731,170,"585,521.688766999990000","7,910,418.452440000100000",5.060999870300000
732,199,"585,791.299723000030000","7,910,418.187859999900000",4.879000186920000
733,264,"585,673.921833000030000","7,910,418.187629999600000",5.123000144960000
734,167,"585,537.563799000000000","7,910,417.129520000000000",5.131999969480000
735,254,"585,724.986518000020000","7,910,416.864710000300000",5.039000034330000
736,252,"585,735.834457000020000","7,910,416.600119999600000",5.019000053410000
737,269,"585,641.378018000050000","7,910,415.541790000200000",5.051000118260000
738,205,"585,836.305813999960000","7,910,414.992460000300000",4.855999946590000
739,209,"585,759.285076000030000","7,910,414.219100000300000",4.862999916080000
740,253,"585,728.955275999960000","7,910,413.689700000000000",5.066999912260000
741,207,"585,773.837187999980000","7,910,413.425350000200000",4.974999904630000
742,197,"585,792.622641999970000","7,910,413.160760000300000",4.886000156400000
743,198,"585,808.762257999970000","7,910,412.631600000000000",4.824999809270000
744,268,"585,649.315534000050000","7,910,412.102199999600000",5.113999843600000
745,218,"585,713.776651000020000","7,910,410.514920000000000",4.977000236510000
746,212,"585,747.907969999940000","7,910,408.662840000400000",4.927000045780000
747,213,"585,752.405894999970000","7,910,408.662840000400000",4.973999977110000
748,265,"585,665.190565000060000","7,910,408.662610000000000",5.051000118260000
749,203,"585,819.081028999990000","7,910,407.869090000200000",4.940000057220000
750,267,"585,660.957223000000000","7,910,407.604270000000000",5.030000209810000
751,215,"585,731.239185999960000","7,910,407.339920000200000",5.212999820710000
752,221,"585,677.264077999980000","7,910,407.075330000400000",5.138999938960000
753,196,"585,775.874957000020000","7,910,406.601250000300000",4.868999958040000
754,217,"585,706.897470999970000","7,910,406.546170000000000",4.986000061040000
755,193,"585,806.381002999960000","7,910,405.223249999800000",4.885000228880000
756,216,"585,695.520365000000000","7,910,404.958660000000000",5.105000019070000
757,211,"585,739.705869999950000","7,910,404.429499999600000",4.928999900820000
758,206,"585,828.076879999950000","7,910,404.164909999800000",4.802999973300000
759,164,"585,578.944714999990000","7,910,404.006160000300000",5.153999805450000
760,168,"585,536.468986999940000","7,910,403.578160000000000",5.152999877930000
761,220,"585,668.840094999990000","7,910,402.718100000200000",5.015999794010000
762,165,"585,595.772249000030000","7,910,402.259909999600000",5.159999847410000
763,225,"585,623.384929000050000","7,910,401.680329999900000",5.328999996190000
764,226,"585,634.456459000010000","7,910,401.494280000200000",5.144999980930000
765,227,"585,646.572350000030000","7,910,401.254490000200000",5.037000179290000
766,192,"585,796.062232999950000","7,910,400.989910000000000",4.921000003810000
767,298,"585,561.209107000030000","7,910,400.857379999900000",5.073999881740000
768,195,"585,760.872578999960000","7,910,400.725320000200000",4.965000152590000
769,194,"585,811.143512999990000","7,910,400.460740000000000",4.979000091550000
770,214,"585,721.978751000020000","7,910,400.460740000000000",4.965000152590000
771,219,"585,661.918213999950000","7,910,399.137819999800000",5.057000160220000
772,224,"585,652.657779000000000","7,910,397.814899999600000",4.960999965670000
773,174,"585,810.614345000010000","7,910,395.962810000400000",5.010000228880000
774,210,"585,741.822540999970000","7,910,395.962810000400000",4.953999996190000
775,169,"585,518.778345000000000","7,910,395.433640000400000",5.297999858860000
776,173,"585,798.972655000050000","7,910,394.904480000000000",4.862999916080000
777,191,"585,697.637036000030000","7,910,394.639890000200000",4.995999813080000
778,163,"585,574.658456000030000","7,910,394.481139999800000",5.114999771120000
779,188,"585,733.091273000000000","7,910,393.846140000000000",4.927999973300000
780,297,"585,553.007008000040000","7,910,393.184449999600000",5.160999774930000
781,223,"585,648.689021000060000","7,910,391.200299999700000",5.138000011440000
782,222,"585,644.455679000010000","7,910,390.671129999700000",5.163000106810000
783,166,"585,600.217257000040000","7,910,389.718630000000000",5.124000072480000
784,112,"585,535.343343000040000","7,910,389.645150000200000",5.096000194550000
785,187,"585,723.037085999970000","7,910,388.289880000100000",5.303999900820000
786,155,"585,681.973670999990000","7,910,388.289880000100000",5.164000034330000
787,190,"585,702.928713000030000","7,910,387.760710000100000",5.053999900820000
788,154,"585,665.939889000030000","7,910,386.067379999900000",5.138000011440000
789,189,"585,710.866229000040000","7,910,385.908630000400000",5.015999794010000
790,113,"585,544.604423000010000","7,910,384.566499999700000",5.030000209810000
791,175,"585,819.345611999980000","7,910,383.262790000100000",5.028999805450000
792,153,"585,664.828637000060000","7,910,382.892369999600000",5.118999958040000
793,161,"585,576.722211000040000","7,910,380.352359999900000",5.105999946590000
794,186,"585,767.222592000030000","7,910,379.558609999700000",4.922999858860000
795,159,"585,602.598512000060000","7,910,379.241109999800000",5.196000099180000
